pdf_index,ref,title,introduction
pdf470.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,Explanation of HMM #L7.1,No Preview Available
pdf471.pdf,https://github.com/jason2506/PythonHMM,#L7.3 a python implementation of the Hidden Markov Model.,No Preview Available
pdf472.pdf,https://projecteuclid.org/journals/annals-of-statistics/volume-34/issue-3/Semiparametric-estimation-of-a-two-component-mixture-model/10.1214/009053606000000353.full,Two Component Mixture Language Model for #L2.2,No Preview Available
pdf473.pdf,https://ieeexplore.ieee.org/document/6707701,Mixture Language Model for #L5.1,No Preview Available
pdf474.pdf,https://www.mathworks.com/help/stats/hidden-markov-models-hmm.html,#L7.1 Hidden Markov Models,"A hidden Markov model (HMM) is one in which you observe a sequence of emissions, but do not know the sequence of states the model went through to generate the emissions. Analyses of hidden Markov m..."
pdf475.pdf,https://drive.google.com/file/d/14PHi7CyX21eip9jop_tMdr_511Viv2Uo/view,Viterbi Algorithm #L7.2,Viterbi Algorithm
pdf476.pdf,http://www.cim.mcgill.ca/~latorres/Viterbi/va_alg.htm,#L7.3: Derivation of the Viterbi Algorithm,No Preview Available
pdf477.pdf,https://groups.google.com/g/nltk-users/c/onsdw1zixUA?pli=1,L7.2: Generating Text using HMM,No Preview Available
pdf478.pdf,https://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/download/lectures/PCB_Lect06_HMM.pdf,L7.2 State and transition probabilities explained,No Preview Available
pdf479.pdf,https://dl.acm.org/doi/10.1145/584792.584855,"L7.1 Capturing Term Dependencies with Mixture Model
Unigram Model cap...",No Preview Available
pdf480.pdf,https://medium.com/analytics-vidhya/viterbi-algorithm-for-prediction-with-hmm-part-3-of-the-hmm-series-6466ce2f5dc6,#L7.3 Viterbi Algorithm introduction,No Preview Available
pdf481.pdf,https://medium.com/analytics-vidhya/hidden-markov-models-for-dummies-i-4e22df428759,"#L7.2 Hidden Markov Model, simple explanation",No Preview Available
pdf482.pdf,https://scholar.harvard.edu/files/adegirmenci/files/hmm_adegirmenci_2014.pdf,#L7.1 Hidden Markov Model introduction,No Preview Available
pdf483.pdf,https://people.csail.mit.edu/stephentu/writeups/hmm-baum-welch-derivation.pdf,A general derivation of the Baum-Welch Algorithm. #L7.3,No Preview Available
pdf484.pdf,https://medium.com/@Ayra_Lux/hidden-markov-models-part-2-the-decoding-problem-c628ba474e69,Goes over the Viterbi algorithm for HMM #L7.2,No Preview Available
pdf486.pdf,https://m-clark.github.io/models-by-example/hmm.html,"L#7.1, 7.2, 7.3: Supplemental for learning about HMMs, has code in pyt...",Hidden Markov Model
pdf487.pdf,https://web.stanford.edu/class/cs262/notes/lecture6.pdf,"L#7.1, 7.2, 7.3: Lecture notes on HMMs from Stanford University",Lecture notes on HMMs from Stanford University
pdf488.pdf,https://ai.stanford.edu/~pabbeel/depth_qual/Rabiner_Juang_hmms.pdf,Seminal research that introduces HMMs,"L#7.1, 7.2, 7.3: An Introduction To Hidden Markov Models"
pdf489.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,Example of Viterbi algorithm #L7.2,No Preview Available
pdf490.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,This explains about Hidden Markov Model and examples #L7.1,"Hidden Markov Models: Concepts, Examples"
pdf491.pdf,https://www.davidsbatista.net/assets/documents/posts/2017-11-11-hmm_viterbi_mini_example.pdf,Detailed exercise using Viterbi Algorithm #L7.3,HMM- Viterbi Algorithm with example
pdf492.pdf,https://www.cl.cam.ac.uk/teaching/1718/MLRD/slides/slides9.pdf,#L7.2 A detailed overview of the Viterbi Algorithm that includes a bre...,No Preview Available
pdf493.pdf,https://medium.com/analytics-vidhya/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,"#L7.3 A helpful overview of the Baum-Welch algorithm, including a brea...","Also known as the forward-backward algorithm, the Baum-Welch algorithm is a dynamic programming approach and a special case of the expectation-maximization algorithm (EM algorithm). Its purpose is ..."
pdf494.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,#L7.1 A helpful in-depth overview of Markov and Hidden Markov models i...,When we can not observe the state themselves but only the result of some probability function(observation) of the states we utilize HMM. HMM is a statistical Markov model in which the system being ...
pdf495.pdf,https://inst.eecs.berkeley.edu/~cs188/sp12/slides/cs188 lecture 17 -- HMMs and particle filters 6PP.pdf,#L7 HMM and Particle Filter (approximate solution for big probability ...,"|X| may be too big to even store B(X)
 E.g. X is continuous"
pdf496.pdf,https://link.springer.com/article/10.1023/A:1007469218079,a paper about multi-scale structure in sequence models #L7.2,"Our model is motivated by the complex multi-scale structure which appears in many natural sequences, particularly in language, handwriting and speech"
pdf497.pdf,https://medium.com/@phylypo/nlp-text-segmentation-using-hidden-markov-model-f238743d87eb,#L7.3,No Preview Available
pdf498.pdf,https://faculty.cc.gatech.edu/~zha/CS8803WST/lecture23.pdf,#L7.2,No Preview Available
pdf499.pdf,https://www.cs.ubc.ca/~murphyk/Bayes/rabiner.pdf,#L7.1,No Preview Available
pdf500.pdf,http://www.cs.columbia.edu/~mcollins/fb.pdf,This explains about Forward Backward Algorithm #L7.3,The Forward-Backward Algorithm
pdf501.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,This blog gives concrete example with matrix representation and state ...,#7.1 Hidden Markov Model
pdf502.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,Hidden Markov Model explained with example,Hidden Markov Model#L7.1
pdf503.pdf,http://www.adeveloperdiary.com/data-science/machine-learning/derivation-and-implementation-of-baum-welch-algorithm-for-hidden-markov-model/,This explains the derivation and implementation of Baum Welch algorith...,Baum Welch Algorithm for Hidden Markov Model
pdf504.pdf,https://www.freecodecamp.org/news/a-deep-dive-into-part-of-speech-tagging-using-viterbi-algorithm-17c8de32e8bc/,Detailed explanation of viterbi algorithm #L7.3,Viterbi algorithm
pdf505.pdf,https://ieeexplore.ieee.org/abstract/document/1450960?casa_token=kOIiKYzHWCsAAAAA:dxlYfkKB6P_eUzq0VwWHerkVUg9uzcbOFss9nxgmhVQblmSVEyhs6H8jX-B7wBGsVeUqy7VdHx4,#L7.3,The viterbi algorithm
pdf506.pdf,https://www.youtube.com/watch?v=56mGTszb_iM,HMM for text generation #L7.1,Markov Chains and Text Generation
pdf507.pdf,https://machinelearninginterview.com/topics/natural-language-processing/latexpagehow-do-you-generate-text-using-a-hmm-model-like-given-below-pxypxypy/,Text generation using HMM #L7.2,generate text using a Hidden Markov Model (HMM)
pdf508.pdf,https://www.exploredatabase.com/2020/04/three-fundamental-problems-of-hmm.html,This explains in detail about three problems of HMM #L7.2,Three fundamental problems of HMM
pdf509.pdf,https://dl.acm.org/doi/10.5555/188490.188593,Passage Retrieval using HMM #L7.1,Document and passage retrieval based on hidden Markov models
pdf510.pdf,https://courses.cs.duke.edu/cps160/compsci260/fall14/resources/HMM/eddy96.pdf,The hidden Markov model was introduced as a new method to develop prot...,Hidden Markov models
pdf511.pdf,https://en.wikipedia.org/wiki/Probabilistic_latent_semantic_analysis,The introduction of Probabilistic latent semantic analysis by Wikipedi...,Probabilistic latent semantic analysis
pdf512.pdf,https://www.mecs-press.org/ijitcs/ijitcs-v14-n2/IJITCS-V14-N2-1.pdf,"#L7.3
A good paper giving more information about HMM","The Hidden Markov Model (HMM) is a mathematical technique representing a substantial and helpful collection
of stochastic processes. It can be identified through the mark of property, meaning that..."
pdf513.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,"#L7.2
Some more explanation of Markov Models","Markov models are named after Andrey Markov, who first developed them in the early 1900s. Markov models are a type of probabilistic model that is used to predict the future state of a system, based..."
pdf514.pdf,https://towardsdatascience.com/natural-language-processing-iii-b067c5d0e89c,"#L7.1
Latent Dirichlet Allocation and Hidden Markov Models","LDA- Latent Dirichlet Allocation
LDA is useful for finding a reasonably accurate variety of topics within a given document. It is handy when you are dealing with topic modeling. Consider a few exa..."
pdf515.pdf,https://ocw.mit.edu/courses/16-410-principles-of-autonomy-and-decision-making-fall-2010/2ebbc8cc4bc9adc3418a572a17331f63_MIT16_410F10_lec21.pdf,MIT Baum-Welch algorithm #L7.3,No Preview Available
pdf516.pdf,https://people.eecs.berkeley.edu/~russell/papers/uai11-viterbi.pdf,A temporally abstracted Viterbi algorithm #7.2,No Preview Available
pdf517.pdf,https://web.archive.org/web/20160722120155/https://ariddell.org/simple-topic-model.html,Simple Unigram Mixture Model #L7.1,No Preview Available
pdf518.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,An example of Viterbi algorithm,An example of Viterbi algorithm#L7.3
pdf519.pdf,http://proceedings.mlr.press/v2/gruber07a/gruber07a.pdf,Paper for Hidden Topic Markov Models,Hidden Topic Markov Models#L7.2
pdf520.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,HMM#L7.1,No Preview Available
pdf521.pdf,https://analyticsindiamag.com/a-guide-to-hidden-markov-model-and-its-applications-in-nlp/,#L7.2,No Preview Available
pdf522.pdf,https://medium.com/analytics-vidhya/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,This contains information about Baum-Welch algorithm discussed in lect...,Baum-Welch algorithm
pdf523.pdf,https://web.archive.org/web/20160722120155/https://ariddell.org/simple-topic-model.html,#L7.1,No Preview Available
pdf524.pdf,https://www.cl.cam.ac.uk/teaching/1718/MLRD/slides/slides9.pdf,This contains more information about the Viterbi algorithm discussed i...,No Preview Available
pdf525.pdf,http://www.super.tka4.org/materials/lib/Articles-Books/Speech Recognition/hmm-tutorial.pdf,"This paper describe the HMM and its evaluation,decoding,learning and i...",Hidden Markov Models
pdf526.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,This article contains details about HMM discussed in lecture #L7.1,Hidden Markov Models
pdf527.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,"Hidden Markov Model
Elaborated with examples","Hidden Markov Model
Elaborated with examples"
pdf528.pdf,https://www.youtube.com/watch?v=RWkHJnFj5rY,Video on HMM,No Preview Available
pdf529.pdf,https://dl.acm.org/doi/pdf/10.1145/312624.312680,"A Hidden Markov Model
Information Retrieval System","A Hidden Markov Model
Information Retrieval System"
pdf530.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,#L7.3 Viterbi Algorithm,No Preview Available
pdf531.pdf,https://stephentu.github.io/writeups/hmm-baum-welch-derivation.pdf,Baum-welch#L7.3,No Preview Available
pdf532.pdf,https://arxiv.org/abs/2102.07284,#L7.2 A paper on HMM for Classification,No Preview Available
pdf533.pdf,https://web.stanford.edu/~jurafsky/slp3/A.pdf,Chapter on HMMs which goes into HMMs and Viterbi algorithm in detail #...,Hidden Markov Models
pdf534.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,Intro to HMMs in #L7.1,Hidden Markov models
pdf535.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,#L7.1 Introduction to HMM,No Preview Available
pdf536.pdf,https://stephentu.github.io/writeups/hmm-baum-welch-derivation.pdf,Baum-welch#L7.3,No Preview Available
pdf537.pdf,https://journals.sagepub.com/doi/pdf/10.1177/1550147718772541,This paper proposed that a 2nd-order HMM based on probabilistic log-Vi...,"Log-Viterbi algorithm applied on
second-order hidden Markov model for
human activity recognition"
pdf538.pdf,http://www.cim.mcgill.ca/~latorres/Viterbi/va_alg.htm,Viterbi#L7.2,No Preview Available
pdf539.pdf,https://medium.com/analytics-vidhya/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,#L7.3,No Preview Available
pdf540.pdf,https://people.cs.umass.edu/~miyyer/cs585/lectures/11-hmms.pdf,Sequence modeling: part-of-speech tagging with hidden Markov models #L...,"sequence modeling:
part-of-speech tagging with
hidden Markov models"
pdf541.pdf,https://medium.com/@postsanjay/hidden-markov-models-simplified-c3f58728caab,Simplified Hidden Markov Models #7.3,Hidden Markov Models
pdf542.pdf,https://en.wikipedia.org/wiki/Viterbi_algorithm,The Viterbi algorithm in #L7.3,The Viterbi algorithm
pdf543.pdf,https://en.wikipedia.org/wiki/Viterbi_algorithm,Viterbi algorithm covered in #L7.3,Viterbi algorithm
pdf544.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,Explanation #7.2,Markov and Hidden Markov Model
pdf545.pdf,https://www.nature.com/articles/nbt1004-1315,A paper that explains HMM covered in #L7.2,What is a hidden Markov model?
pdf546.pdf,https://aritter.github.io/CS-7650-sp23/slides/lec4-seq1.pdf,"A very detailed set of slides covering HMMs for POS tagging, parameter...",Lecture 4: Sequence Models I
pdf547.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,Hidden Markov model wikipedia #7.1,Hidden Markov model
pdf548.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,HMM covered in #L7.1,Hidden Markov model
pdf549.pdf,https://www.tu-chemnitz.de/physik/KSND/abb/node55.html,hmm as a probabilistic model in #L7.2,"HMM is a probabilistic pattern matching technique, in which the observations are considered to be the outputs of a stochastic process and consists of an underlying Markov chain."
pdf550.pdf,https://medium.com/analytics-vidhya/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,An explanation of Baum-Welch algorithm for training a Hidden Markov Mo...,Baum-Welch algorithm for training a Hidden Markov Model
pdf551.pdf,https://medium.com/analytics-vidhya/hidden-markov-models-for-dummies-i-4e22df428759,Hidden Markov Models explained in a very simple way for beginners. #L7...,No Preview Available
pdf552.pdf,https://www.cl.cam.ac.uk/teaching/1617/MLRD/slides/slides9.pdf,Describes how dynamic programming works in the viterbi algorithm,No Preview Available
pdf553.pdf,https://people.eecs.berkeley.edu/~russell/papers/uai11-viterbi.pdf,Viterbi Algorithm,No Preview Available
pdf554.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,Hidden Markov Model #7.1,No Preview Available
pdf555.pdf,https://www.sciencedirect.com/topics/mathematics/viterbi-algorithm,An explanation of Viterbi Algorithm covered in Lecture #L7.2,A maximum-likelihood detector searches over all possible input sequences using an efficient recursive algorithm known as the Viterbi algorithm
pdf556.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,An explanation of Hidden Markov Model covered in Lecture #L7.1,A hidden Markov model (HMM) is a probabilistic graphical model that is commonly used in statistical pattern recognition and classification.
pdf557.pdf,https://en.wikipedia.org/wiki/Baum–Welch_algorithm,"#L7.3: The Wikipedia page of the topic ""Baum-Welch Algorithm"" covered ...",Baum–Welch algorithm
pdf558.pdf,https://en.wikipedia.org/wiki/Viterbi_algorithm,"#L7.2: The Wikipedia page of the topic ""Viterbi Algorithm"" covered in ...",Viterbi algorithm
pdf559.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,"#L7.1: The Wikipedia page of the topic ""Hidden Markov Model"" covered i...",Hidden Markov model
pdf560.pdf,https://research.aimultiple.com/large-language-model-training/,"L8. This week is about NLP. Nowadays, LLM is the most popular approach...",No Preview Available
pdf561.pdf,https://ieeexplore.ieee.org/abstract/document/266451?casa_token=lvK8ruVt1mMAAAAA:xgMrfLxA25FPfupfFp7tluAq2JGqJofI_tatnQOIp5zbupJ0swW_mMyZLd4TlJBMwX6LROC5JQ,#7.3 HMM clustering for connected word recognition,No Preview Available
pdf562.pdf,https://www.researchgate.net/publication/327849802_The_Baum-Welch_algorithm_with_limiting_distribution_constraints,#L7.3 This paper talks about an extension of the Baulm Welch algorithm...,"We present a method of incorporating limiting distribution information in the Baum–Welch algorithm for estimating parameters of discrete-time, finite-state, Hidden Markov Models. We find that havin..."
pdf563.pdf,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=,#7.2 Rabiners HMM,No Preview Available
pdf564.pdf,https://dl.acm.org/doi/pdf/10.1145/312624.312680,#7.1 HMM for Information Retrieval,No Preview Available
pdf565.pdf,https://onlinelibrary.wiley.com/doi/10.1111/j.1756-8765.2009.01074.x,#L7.2 A paper that talks about the novel use of HMM in semantic repres...,"In this paper, we describe a model that learns semantic representations from the distributional statistics of language. This model, however, goes beyond the common bag-of-words paradigm, and infers..."
pdf566.pdf,https://medium.com/@rmwkwok/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,Baum-Welch algorithm for training a Hidden Markov Model,Baum-Welch algorithm for training a Hidden Markov Model
pdf567.pdf,https://www.kdnuggets.com/2019/11/markov-chains-train-text-generation.html,#L7.1 An article discussing the real-world applications of HMM for tex...,"Here are some Markov Chains industry applications:

Text Generation (you’re here for this).
Financial modelling and forecasting (including trading algorithms).
Logistics: modelling future deliv..."
pdf568.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,A great introduction and explanation to HMMs. Discussed in lectures #L...,"Hidden Markov models (HMMs), named after the Russian mathematician Andrey Andreyevich Markov, who developed much of relevant statistical theory, are introduced and studied in the early 1970s. They ..."
pdf569.pdf,https://medium.com/analytics-vidhya/viterbi-algorithm-for-prediction-with-hmm-part-3-of-the-hmm-series-6466ce2f5dc6,Viterbi algorithm for prediction with HMM,Viterbi algorithm for prediction with HMM
pdf570.pdf,https://towardsdatascience.com/text-generation-with-markov-chains-an-introduction-to-using-markovify-742e6680dc33,#L7.1 Text Generation Using HMM,No Preview Available
pdf571.pdf,https://www.hongliangjie.com/2010/01/04/notes-on-probabilistic-latent-semantic-analysis-plsa/,#L6.2,Probabilistic Latent Semantic Analysis (PLSA)
pdf572.pdf,http://www.hcbravo.org/dscert-algo/homeworks/topic_modeling.html,L6.1,Probabilistic Latent Semantic Analysis with the EM Algorithm
pdf573.pdf,https://en.wikipedia.org/wiki/Expectation–maximization_algorithm,#L6.1,Expectation–maximization algorithm
pdf574.pdf,https://timeseriesreasoning.com/contents/hidden-markov-models/,#L7.3,Hidden Markov Models for Time Series Analysis
pdf575.pdf,https://deepai.org/machine-learning-glossary-and-terms/hidden-markov-model,#L7.1,What is a Hidden Markov Model?
pdf576.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,Examples for HMM #L7.3,"Hidden Markov Models: Concepts, Examples"
pdf577.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,Introduction for Markov and Hidden Markov Model#L7.2,Markov and Hidden Markov Model
pdf578.pdf,https://medium.com/@Ayra_Lux/hidden-markov-models-part-1-the-likelihood-problem-8dd1066a784e,#L7.1,Hidden Markov Models
pdf579.pdf,https://analyticsindiamag.com/a-guide-to-hidden-markov-model-and-its-applications-in-nlp/,HMM and its applications in NLP #L7.3,"A Hidden Markov Model (HMM) is a statistical model which is also used in machine learning. It can be used to describe the evolution of observable events that depend on internal factors, which are n..."
pdf580.pdf,https://d1wqtxts1xzle7.cloudfront.net/31037917/Rabiner1986_An_Introduction_to_Hidden_Markov_Models-libre.pdf?1392213829=,L7.1 Paper about HMM with detailed explanations.,"It is the purpose of this tutorial paper to 
give an introduction to the theory of Markov models, and to illustrate how they have been applied to problems in speech 
recognition."
pdf581.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,HMM: Viterbi Algorithm with example #L7.3,No Preview Available
pdf582.pdf,https://medium.com/@postsanjay/hidden-markov-models-simplified-c3f58728caab,Hidden Markov Models Simplified #L7.2,No Preview Available
pdf583.pdf,https://web.archive.org/web/20160722120155/https://ariddell.org/simple-topic-model.html,A Simple Topic Model (Mixture of Unigram Models) #L7.1,No Preview Available
pdf584.pdf,https://www.researchgate.net/publication/2316139_A_Hidden_Markov_Model_Information_Retrieval_System,HMM in information retrival,No Preview Available
pdf585.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,General Introduction to HMM,No Preview Available
pdf586.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,Lec 7. Introductio to Hidden Markov Model,No Preview Available
pdf587.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,Lec 7. Introduction yo Hidden Markov Model,Hidden Markov Model
pdf588.pdf,https://www.codingninjas.com/codestudio/library/baum-welch-algorithm-hmm,#L7.3 Baum Welch Algorithm,No Preview Available
pdf589.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,#L7.2 HMM Real World Examples and Detailed Description,No Preview Available
pdf590.pdf,https://aclanthology.org/2020.acl-main.454.pdf,it is a work taking advantage of doc-query techniques for faithfulness...,"FEQA: A Question Answering Evaluation Framework for Faithfulness
Assessment in Abstractive Summarization"
pdf591.pdf,https://arxiv.org/pdf/1910.13461.pdf,an impactful work based on BERT #L8.2,"BART: Denoising Sequence-to-Sequence Pre-training for Natural
Language Generation, Translation, and Comprehension"
pdf592.pdf,https://arxiv.org/pdf/1910.13461.pdf,an impactful work based on BERT,"BART: Denoising Sequence-to-Sequence Pre-training for Natural
Language Generation, Translation, and Comprehension"
pdf593.pdf,https://web.stanford.edu/class/cs224n/slides/cs224n-2023-lecture01-wordvecs1.pdf,A very good introduction provide by stanford on NLP #L8.1,Representing words by their context
pdf594.pdf,https://web.stanford.edu/class/cs224n/slides/cs224n-2023-lecture01-wordvecs1.pdf,a very good introduction course provided by stanford on NLP,Representing words by their context
pdf595.pdf,https://analyticsindiamag.com/a-guide-to-hidden-markov-model-and-its-applications-in-nlp/,#L7.2 HMM in NLP,No Preview Available
pdf596.pdf,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=2153,"Empirical Analysis of CBOW and Skip Gram NLP
Models #L8.1",No Preview Available
pdf597.pdf,http://www.adeveloperdiary.com/data-science/machine-learning/forward-and-backward-algorithm-in-hidden-markov-model/,#L7.3 Forward Backward algorithm,No Preview Available
pdf598.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,#L7.2 Examples for HMMs,No Preview Available
pdf599.pdf,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/hugoz_ecir01.pdf,#L7.1 Passage Modeling,No Preview Available
pdf600.pdf,https://blog.vespa.ai/pretrained-transformer-language-models-for-search-part-1/,A blog that introduced the pre-trained transformer language model for ...,"Since BERT was first applied to search and document ranking, we at the Vespa team have been busy making it easy to use BERT or Transformer models in general, for ranking and question answering with..."
pdf601.pdf,https://www.geeksforgeeks.org/overview-of-word-embedding-using-embeddings-from-language-models-elmo/,A supplementary for ELMo and implementations with python code. Easy to...,Overview of Word Embedding using Embeddings from Language Models (ELMo)
pdf602.pdf,https://towardsdatascience.com/neural-language-models-32bec14d01dc,A clear introduction to the Neural Language Models with basic RNN and ...,Neural Language Models
pdf603.pdf,https://iulg.sitehost.iu.edu/moss/hmmcalculations.pdf,If you are looking for examples with detailed steps.,#L7.3 Example of the Baum-Welch Algorithm
pdf604.pdf,https://people.csail.mit.edu/rameshvs/content/hmms.pdf,If you are more of a learning through examples person. This note goes ...,#L7.2 Understand Forward-Backward algorithm through an example.
pdf605.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,"This example model  is composed of 2 states, H (high GC content) and L...",#L7.1 An example of Viterbi algorithm to predict regions of coding DNA sequence
pdf606.pdf,https://www.mihaileric.com/posts/deep-contextualized-word-representations-elmo/,Deep Contextualized Word Representations with ELMo #L8.2,Deep Contextualized Word Representations with ELMo
pdf607.pdf,https://sease.io/2021/12/using-bert-to-improve-search-relevance.html,From Training to Ranking: Using BERT to Improve Search Relevance #L8.3,From Training to Ranking: Using BERT to Improve Search Relevance
pdf608.pdf,https://www.datanovia.com/en/lessons/agglomerative-hierarchical-clustering/,Agglomerative Hierarchical Clustering #L8.1,The agglomerative clustering is the most common type of hierarchical clustering used to group objects in clusters based on their similarity. It’s also known as AGNES (Agglomerative Nesting). The al...
pdf609.pdf,https://www.freecodecamp.org/news/a-deep-dive-into-part-of-speech-tagging-using-viterbi-algorithm-17c8de32e8bc/,"#L7.3 Markov Chain Model, HMM and Viterbi algorithm",medium.com/free-code-camp/an-introduction-to-part-of-speech-tagging-and-the-hidden-markov-model-953d45338f24
pdf610.pdf,https://arxiv.org/pdf/2009.05451.pdf,A Comparison of LSTM and BERT for Small Corpus #L8.2,"Keywords: BERT, LSTM, intent classification, chatbot, dialogue systems, dialogue act classification"
pdf611.pdf,https://arxiv.org/abs/1910.14424,MonoBERT #L8.3,Multi-Stage Document Ranking with BERT
pdf612.pdf,https://huggingface.co/blog/bert-101,BERT explained #L8.2,BERT Model Explained
pdf614.pdf,https://aclanthology.org/2021.naacl-tutorials.1/,#L8.3,No Preview Available
pdf615.pdf,https://dl.acm.org/doi/full/10.1145/3560815,#L8.2,"Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods in Natural Language Processing"
pdf616.pdf,https://aclanthology.org/J92-4003.pdf,#L8.1,No Preview Available
pdf617.pdf,http://www.adeveloperdiary.com/data-science/machine-learning/forward-and-backward-algorithm-in-hidden-markov-model/,#L7.3 A detailed explanation of forward-backward algorithm in HMM,No Preview Available
pdf618.pdf,http://www.phon.ox.ac.uk/jcoleman/old_SLP/Lecture_6/HMM_problems.htm,#L7.2 Talks about the three fundamental problems of HMM,No Preview Available
pdf619.pdf,https://vitalflux.com/hidden-markov-models-concepts-explained-with-examples/,#L7.1 This page is about Hidden Markov Models,No Preview Available
pdf620.pdf,https://d1wqtxts1xzle7.cloudfront.net/31279335/___Recurrent_Neural_Networks_Design_And_Applicatio(BookFi.org)-libre.pdf?1390940527=,#L8.2 Book on RNNs from 2001,"RECURRENT
NEURAL
NETWORKS"
pdf621.pdf,https://en.wikipedia.org/wiki/Word_embedding,#L8.1 Wikipedia on word embedding,"Toggle the table of contents
Word embedding"
pdf622.pdf,https://github.com/jingtaozhan/RepCONC,"#L8.3 the official repo for our WSDM'22 paper, Learning Discrete Repre...",No Preview Available
pdf623.pdf,https://machinelearningmastery.com/what-are-word-embeddings/,#L8.1 the word embedding approach for representing text data,No Preview Available
pdf624.pdf,https://medium.com/analytics-vidhya/rnns-lstms-cnns-transformers-and-bert-be003df3492b,"RNNs, LSTMs, CNNs, Transformers and BERT 
#L8.2",No Preview Available
pdf625.pdf,https://machinelearningmastery.com/what-are-word-embeddings/,the word embedding approach for representing text data,No Preview Available
pdf626.pdf,https://medium.com/@samia.khalid/bert-explained-a-complete-guide-with-theory-and-tutorial-3ac9ebc8fa7c,BERT Explained: A Complete Guide with Theory and Tutorial #L8.3,No Preview Available
pdf627.pdf,https://medium.com/jumio/tutorial-unsupervised-ranking-using-machine-learning-b45d911b1af7,#L8.3 - Good tutorial on unsupervised ranking with ML with code and ex...,No Preview Available
pdf628.pdf,https://medium.com/@rachel_95942/language-models-and-rnn-c516fab9545b,#L8.2 - Language models and RNNs,No Preview Available
pdf629.pdf,https://www.youtube.com/watch?v=a0dWsRNE5mo,#L8.1 - Good explanation for Brown clustering,No Preview Available
pdf630.pdf,https://www.engr.uvic.ca/~seng474/svd.pdf,"A brief introduction to SVD and LSA, related to matrix factorization m...",No Preview Available
pdf631.pdf,https://towardsdatascience.com/skip-gram-nlp-context-words-prediction-algorithm-5bbf34f84e0c,A great tutorial that explain the architecture of skip-gram model(disc...,As the vocabulary of any language is large and cannot be labeled by human and hence we require unsupervised learning techniques that can learn the context of any word on its own. Skip-gram is one o...
pdf632.pdf,https://towardsdatascience.com/a-word2vec-implementation-using-numpy-and-python-d256cf0e5f28,Implementing word2vec using Python #L8.1,No Preview Available
pdf633.pdf,https://arxiv.org/abs/1910.14424,#L8.3 Multi-stage document ranking,No Preview Available
pdf634.pdf,https://arxiv.org/abs/1802.05365v2,#L8.2 ELMO,No Preview Available
